Natah/Lotus/Margulis	speaks	Hm? Oh. It's you.
Natah/Lotus/Margulis	speaks	You, my child. The Great Indifference wants to take. I want to let it. I feel... only the call.
Natah/Lotus/Margulis	speaks	You, my champion. Please. Drown out that noise that beckons. If any other answers the call... no. It has to be you. Our paradox.
Natah/Lotus/Margulis	speaks	Do you hear it? The calls of angels, devils, life itself? It's grown so loud. It tries to follow in his footsteps through time. You must find him first.
Natah/Lotus/Margulis	speaks	I was the Daughter. I became the Mother. In time I shall be the Witch, blind once again, empty of all but wisdom.
Natah/Lotus/Margulis	speaks	It is hungry, Tenno. And I... am a distraction.
Natah/Lotus/Margulis	speaks	Lotus. Margulis. Natah. We live... we rise... we endure.
Natah/Lotus/Margulis	speaks	I will guide you, as I always have.
Natah/Lotus/Margulis	speaks	Within this shell, the three of us entwine. We forge a new strength.
Natah/Lotus/Margulis	speaks	The system is changing. We are changing. If I become something you do not recognize, do not mourn.
Natah/Lotus/Margulis	speaks	You know what It gave. But what did you promise it in return?
Natah/Lotus/Margulis	speaks	I will not let It devour one instant of my pain. Not even Ballas. Not even the Jade Light.
Natah/Lotus/Margulis	speaks	Lua. The miracle. Do you understand what it cost?
Natah/Lotus/Margulis	speaks	I kept vigil while you slept through the dark centuries. I can do it again.
Loid (Original)	speaks	I cannot envision the burden she has taken upon herself... nor what it is costing her.
Loid (Original)	speaks	The Daughter of Hunhow seems content to guide your missions from here.
Loid (Original)	speaks	The Cavia are wary of our visitor. I have reassured them she is to be trusted. Not that they have to listen to anything I have to say, mind.
Loid (Original)	speaks	Our 'guest' is still with us. I would make her more comfortable if I had the slightest idea how.
Loid (Original)	speaks	She remains as she was, Tenno. Attentive. Watching.
